tag,x,y
"광화문맛집탐방",222,0
"성수동맛집탐방",161,0
"먹방",375,4.19
"먹방스타그램",999,1.9
"신촌먹방",1319,0
"먹부림",749,0.58
"먹스타",353,3.14
"먹스타그램",527,4.93
"성수동놀거리",179,0
"성수동어딘가",138,0
"성수동트리마제",94,0
"성수동사람들",12,0
"성수역4번출구",79,0
"성수동까페거리",134,0
"성수고",63,0
"성수스타그램",48,0
"성수동구두거리",57,0
"성수수제화거리",268,0
"성수동식당",43,0
"성수동스시",116,0
"성수캔들공방",157,0
"성수요가",74,0
"성수동일식",54,0
"성수동대관",46,0
"성수피플",59,0
"성수동눈썹",88,0
"성수동음악창고",45,0
"성수동중국집",70,0
"성수동길",46,0
"성수동1가",55,0
"성수근린공원",75,0
"성수동돈까스",47,0
"신당",603,0.02
"신당동카페",619,0.01
"신당동맛집",2740,0.02
"신당동네일",237,0.02
"신당동떡볶이",649,0.02
"신당맛집",904,0.01
"신당역",648,0.01
"신당역맛집",1419,0.01
"신당동",1386,0
"신당눈썹문신",522,0
"신당필라테스",458,0
"신당타투",180,0
"신당자연눈썹",101,0
"신당중",45,0
"삼척해신당공원",61,0
"신대방",329,0.06
"신대방맛집",405,0.02
"신대방역",259,0.03
"신대방타투",2331,0.01
"신대방삼거리맛집",1103,0.02
"신대방삼거리",565,0.02
"신대방속눈썹",898,0.01
"신대방삼거리역",1141,0.01
"신대방동",1294,0.01
"신대방동맛집",135,0.01
"신대방헬스",156,0
"신대방타투샵",1191,0
"신대방마사지",71,0
"신대방피부",5,0
"신대방원룸",23,0
"신대방주짓수",53,0
"신대방삼거리원룸",11,0
"신도림눈썹문신",1312,0.03
"신도림",467,0.25
"신도림네일",360,0.04
"신도림반영구",1024,0.02
"신도림맛집",2149,0.05
"신도림속눈썹",871,0.02
"신도림카페",1083,0.01
"신도림네일샵",478,0.01
"신도림젤네일",628,0.01
"신도림타투",1263,0
"신도림역",692,0.02
"신도림미용실",815,0
"신도림디큐브시티",1733,0.01
"신도림맘",679,0.01
"신도림애견미용",181,0
"신도림자연눈썹",2118,0
"신도림맛집추천",526,0
"신도림휴대폰",42,0
"신도림동",160,0
"신도림디큐브시티맛집",975,0
"신도림네일아트",580,0
"신도림피부과",105,0
"신도림애슐리",555,0
"신도림가구",51,0
"신도림보톡스",358,0
"신도림필러",23,0
"신도림누벨바그",37,0
"신도림남자눈썹",85,0
"신도림예식장",175,0
"신도림머리잘하는미용실",42,0
"신도림댄스",70,0
"신도림살롱드프롬",36,0
"신림",646,0.69
"신림타투",1201,0.04
"신림맛집",761,0.31
"신림눈썹문신",1910,0.04
"신림네일",914,0.09
"신림미용실",1371,0.02
"신림역",275,0.1
"신림동",400,0.08
"신림술집",1093,0.07
"신림반영구",1594,0.06
"신림네일샵",705,0.04
"신림동맛집",1911,0.08
"신림젤네일",684,0.03
"신림역맛집",622,0.08
"신림카페",230,0.06
"신림꽃집",450,0.02
"신림속눈썹연장",1938,0.02
"신림네일아트",318,0.01
"신림동꽃집",580,0.01
"신림동네일",224,0.03
"신림애견미용",393,0.01
"신림역미용실",715,0.01
"신림태닝",562,0
"신림미용실추천",711,0.01
"신림왁싱",973,0.02
"신림동카페",342,0.04
"신림회식장소",1388,0.01
"신림백순대",707,0.01
"신림사거리",2102,0.01
"신림순대타운",517,0.01
"신림동족발",607,0
"신림데이트",1635,0.01
"신림동원룸",768,0
"신림동미용실",170,0.01
"신림호빠",1870,1.64
"신림동속눈썹",941,0
"신림역속눈썹",1302,0.01
"신림타투샵",1735,0
"신림치킨",159,0.03
"신림점",663,0.01
"신림속눈썹연장잘하는곳",585,0.01
"신림부동산",389,0.01
"신림이자카야",253,0.01
"신림원룸",390,0.01
"신림역속눈썹연장",676,0.01
"신림맛집추천",1572,0.01
"신림집",1039,0
"신림피부관리",401,0.01
"리안헤어신림점",192,0.01
"신림곱창",1360,0.01
"신림동순대타운",2334,0.01
"신림9동",259,0.01
"신림애견호텔",80,0
"신림애견유치원",79,0
"신림맘",990,0.01
"신림순대",100,0
"신림피부",21,0.01
"신림순대촌",136,0
"신림포도몰",15,0
"신림역맛집추천",178,0
"신림웨딩홀",106,0
"신림롯데시네마",225,0
"신림빵집",122,0.01
"신림그랑프리",1047,0.01
"신림네일추천",597,0.01
"신림놀거리",54,0
"신림그랑프리나이트",1239,0
"신림동공방",8,0
"신림역피부관리",125,0
"신림웨딩네일",326,0
"신림속눈썹",2013,0
"신림문화의거리",49,0
"신림마사지",197,0.04
"신림양꼬치",66,0
