tag,x,y
"선릉맛집추천",916,425
"선릉역4번출구",2695,242
"끌리메선릉점",1294,815
"선릉역왁싱",1639,283
"선릉역5번출구",1191,503
"선릉역맥주",230,3102
"선릉맘",1938,182
"선릉고깃집",7830,439
"선릉요가",792,219
"선릉역눈썹문신",497,925
"선릉아펠가모",525,234
"선릉안마",38447,0
"선릉밥집",2373,395
"선릉카페추천",341,159
"선릉역떡볶이",326,506
"선릉과정릉",652,158
"선릉역자연눈썹",217,437
"선릉로",473,185
"선릉역2번출구",732,41
"선릉역반영구화장",116,38
"선릉역디저트",72,106
"선릉동",71,25
"선릉매운떡볶이",384,374
"선릉역파스타",38,153
"선릉가죽공방",16,179
"선릉떡볶이",224,111
"선릉댄스",169,72
"선릉바",268,762
"선릉고기",122,98
"선릉역전자담배",121,32
"선릉룸싸롱",8067,3
"선릉백마",9522,1
"선릉역사무실",56,58
"한스헤어선릉",129,43
"선릉동맛집",26,96
"선릉풀싸롱",18858,1
"선릉역남자눈썹",24,52
"선릉혼술",25,17
"선릉야구장",12379,7
"선릉식당",19,101
"선릉건마",312,7
"선릉오피",10354,146
"선릉1인샵",117,15
"선릉매직미러",502,4
"선릉풀사롱",578,27
"성수동",855565,1069
"성수동카페",337247,591
"성수동맛집",156067,900
"성수카페",102400,723
"성수",248772,921
"성수맛집",69985,1062
"성수동핫플레이스",31088,1064
"성수동데이트",15743,697
"성수역",63382,785
"성수동핫플",12712,496
"성수역맛집",16651,1228
"성수역카페",10584,672
"성수동카페거리",21170,612
"성수동디저트",5968,659
"성수동수제화",17671,299
"성수핫플",3710,884
"성수동술집",9456,816
"성수동카페추천",2731,1194
"성수데이트",1919,583
"성수동나들이",5798,372
"성수카페거리",5811,316
"성수동옷가게",3880,164
"성수동어니언",6916,453
"성수동속눈썹",1951,799
"성수족발",13269,664
"성수핫플레이스",2481,191
"성수동브런치",1595,632
"소문난성수감자탕",2962,579
"성수동요가",1626,154
"성수동가죽공방",2078,208
"성수동전시",1089,172
"성수동스무디",1196,104
"성수동수제화거리",1717,210
"성수수제화",471,664
"성수동갤러리",698,170
"띵굴성수",429,106
"성수맥주",2489,489
"성수동루프탑",813,205
"성수동가볼만한곳",644,552
"성수동공장",537,281
"이마트성수점",1237,912
"성수가죽공방",736,100
"성수맛집추천",322,114
"성수동2가",742,169
"성수브런치",363,93
"성수역3번출구",1220,337
"여성수제화쇼핑몰",1007,70
"성수동간판",159,440
foodstagram,51909600,215
instafood,144149995,243
food,334509785,390
"도시락",1171019,930
"맛스타",2684311,786
"맛스타그램",37470983,408
"맛있다그램",4019571,496
"맛집스타그램",1431015,1432
"연남동맛집",605524,1374
"홍대맛집",1762491,1146
"맛집",19676007,589
"맛집추천",1308217,1271
"이태원맛집",1194239,959
"역삼동맛집",100600,2040
"신촌맛집",413416,925
"강남맛집",1447697,1911
"샤로수길맛집",137740,1639
"홍대맛집추천",110574,1425
"강남맛집추천",60804,1979
"신촌맛집추천",47553,3261
"이태원맛집추천",23239,669
"잠실맛집추천",12391,789
"연남동맛집추천",8911,1343
"합정맛집추천",6023,2363
"강남역맛집추천",38183,780
"망원동맛집추천",1817,790
"맛집탐방",1747970,497
"광화문맛집탐방",45,222
"성수동맛집탐방",42,161
"먹방",23438704,375
"먹방스타그램",2519082,999
"신촌먹방",2018,1319
"먹부림",4056775,749
"먹스타",5220496,353
"먹스타그램",67723390,527
"성수동놀거리",258,179
"성수동어딘가",638,138
"성수동트리마제",277,94
"성수동사람들",792,12
"성수역4번출구",430,79
"성수동까페거리",481,134
"성수고",629,63
"성수스타그램",823,48
"성수동구두거리",477,57
"성수수제화거리",234,268
"성수동식당",241,43
"성수동스시",46,116
"성수캔들공방",122,157
"성수요가",171,74
"성수동일식",83,54
"성수동대관",246,46
"성수피플",171,59
"성수동눈썹",104,88
"성수동음악창고",58,45
"성수동중국집",123,70
"성수동길",117,46
"성수동1가",491,55
"성수근린공원",50,75
"성수동돈까스",83,47
"신당",36619,603
"신당동카페",7539,619
"신당동맛집",27041,2740
"신당동네일",18950,237
"신당동떡볶이",34765,649
"신당맛집",13252,904
"신당역",24081,648
"신당역맛집",11053,1419
"신당동",105707,1386
"신당눈썹문신",971,522
